,text,label,text_uncleaned
1277,setelah sekda di periksa kpk terkait korupsi bansos kpk langsung geledah kantor gubernur jatim khofifah dan tak menunggu lama khofifah langsung mendukung prabowogibran kalian tebak sendiri lah yang pasti dukungan ini bukan karena suka rela #asalbukanprabowo,Politik,"RT Setelah sekda di periksa KPK terkait korupsi bansos, KPK langsung Geledah Kantor Gubernur Jatim Khofifah, Dan tak menunggu lama Khofifah langsung mendukung Prabowo-Gibran. Kalian tebak sendiri lah yang pasti dukungan ini bukan karena suka rela ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Â #AsalBukanPrabowo https://t.co/0E6HApvInM [RE DS_yantie]"
1278,semua histeris puluhan ribu masyarakat minangkabau menghadiri kampanye akbar pak anies di halaman gor agus salim padang sumatera barat,Politik,"RT Semua histeris! Puluhan ribu masyarakat Minangkabau menghadiri kampanye Akbar pak Anies di halaman GOR H. Agus Salim Padang, Sumatera Barat. https://t.co/2QIcUC9ZJg [RE Elz4m_]"
1279,salahsatu alasan prabowo keliatan kosong dan ngang ngong bgt di debat taun ini krn di yha jokowi juga sama aja public speaking nya belepotan meanwhile taun ini kita punya anies yg terstruktur bgt dan ganjar yg lugas dan luwes wowo kebanting,Politik,"RT Salahsatu alasan Prabowo keliatan kosong dan ngang ngong bgt di debat taun ini, krn di 2019 yha Jokowi juga sama aja public speaking nya belepotan, meanwhile taun ini kita punya Anies yg terstruktur bgt dan Ganjar yg lugas dan luwes. Wowo kebanting. ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€š [RE ribonk]"
1280,total anggarannya yg sama seperti maksud prabowo anggaran dki utk atasi polusi pastinya gak semua utk yg disebutkan oneng,Politik,"Total anggarannya yg 700 T, sama seperti maksud Prabowo anggaran DKI 80T utk atasi polusi. Pastinya gak semua utk yg disebutkan, Oneng!"
1281,bahkan prabowo pernah di duga kafirr lohh oleh pendukungnya,Ideologi,@kmJZtjN+RxqjmaXAKiNt6OHw7Ls2KwO3YHTO4dbVh2U= Bahkan prabowo pernah di duga kafirr lohh oleh pendukungnya 01ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚ÂÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â­
1282,calon presiden ri no urut ganjar pranowo gak mainmain dalam menjaga konstitusi atau aturan dasar negara itulah kenapa kita bisa percaya padanya#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi,"Calon Presiden RI No Urut 3 Ganjar Pranowo gak main-main dalam menjaga Konstitusi atau aturan dasar negara, itulah kenapa kita bisa percaya padanya.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/OOYskxnWNM"
1283,menteri pertahanan prabowo subianto bersama menteri pertanian andi amran sulaiman memberikan pengarahan pada acara gerakan peningkatan produksi pangan nasional seprovinsi jawa barat selasa,Pertahanan dan Keamanan,"RT Menteri Pertahanan Prabowo Subianto @j3/JXFCvsWB8G2w2B/GR5MP1XGU8Qn2hGh39MiZqa6k= bersama Menteri Pertanian Andi Amran Sulaiman memberikan pengarahan pada acara Gerakan Peningkatan Produksi Pangan Nasional, se-Provinsi Jawa Barat, Selasa (30/1). https://t.co/pGDaZWH2sW [RE Kemhan_RI]"
1284,prabowo mengutamakan pembangunan hijau untuk masa depan yang lestari #indonesiakuatindonesiamaju,Ekonomi,Prabowo mengutamakan pembangunan hijau untuk masa depan yang lestari. #IndonesiaKuatIndonesiaMaju
1285,prabowo sindir anies sambil pamer riwayat sekolah di luar negeri sorry ye,Politik,RT Prabowo Sindir Anies Sambil Pamer Riwayat Sekolah di Luar Negeri: Sorry Ye https://t.co/bNBco3uU5l [RE tvOneNews]
1286,#jnk kuat sukses ganjar pranowo dan mahfud md di pilpres #atikohibunegara #ganjarmahfudrebound #ganjarpranowopilihanumat,Ideologi,#JNK kuat. Sukses Ganjar Pranowo dan Mahfud MD di Pilpres 2024 #AtikohIbunegara #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/LGdXwNBKy7
1287,pilihlah pemimpin yang memiliki visi jelas untuk kemajuan bangsa yaitu ganjar pranowo mahfud md dan jangan lupa untuk menggunakan hak pilih kita bersama jnk #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Pilihlah pemimpin yang memiliki visi jelas untuk kemajuan bangsa, yaitu Ganjar Pranowo Mahfud MD, dan jangan lupa untuk menggunakan hak pilih kita bersama JNK. #JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat"
1288,selamat malam warga duma jis dan kampung bayam salah satu hasil karya anak bangsa anies baswedan kerja kolaborasi,Politik,"RT Selamat malam warga Duma JIS dan Kampung Bayam salah satu hasil karya anakÃƒâ€šÃ‚Â² bangsa ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â Anies Baswedan kerja ""Kolaborasi"" https://t.co/YSEYOHZaCb [RE Mdy_Asmara1701]"
1289,program memberdayakan perempuan di lapangan kerja akan menjadi prioritas utama pak ganjar pak mahfud ganjar pranowo terbukti lebih baik #ganjarpresidenrakyat #ganjarmahfud2024 #coblos3,Politik,"Program memberdayakan perempuan di lapangan kerja akan menjadi prioritas utama Pak Ganjar - Pak Mahfud. Ganjar Pranowo, terbukti lebih baik @ZSx1WGqIMTqvV87Mv6QXyjFHrLGM0/BMp0QqkUkqRWg= #GanjarPresidenRakyat #GanjarMahfud2024 #Coblos3 https://t.co/irxbJCjyDU"
1290,kenapa dipecat tanya kepada mereka yang terlalu berani kenapa jadi dipecat anies bongkar kelebihan bayar dari kemenkeu sudirman said bongkar kasus setya novanto jonan penolakan kereta cepat susi ijin ekspor benih lobster dan war dengan lord luhut,Politik,RT @9MebJQ1089qa9dXJCzu1NmB2G6B4McJJGiacEuPtwUQ= @PaA/8lklOZ2iAko4PNGSiuxpZb+lG+At3ziryWj8CBU= Kenapa dipecat tanya kepada mereka yang terlalu berani kenapa jadi dipecat Anies = bongkar kelebihan bayar dari Kemenkeu. Sudirman Said= bongkar kasus setya novanto. Jonan = penolakan kereta cepat. Susi = ijin ekspor benih lobster dan war dengan lord Luhut. [RE Dann71281014]
1291,setelah prabowo memutus hubungan dengan gerombolan gak jelas itu uas rizieq dan bahar bin smith dengan memilih bergabung dan menjadi anggota tim koalisi jokowi pastinya masa depan prabowo di pilpres l,Politik,"@Nq5KMg1AKLebw0oruN0/6zKaEEHhQ56rsIPG08WIuao= Setelah prabowo memutus hubungan dengan gerombolan2 gak jelas itu (UAS, Rizieq dan Bahar bin smith) dengan memilih bergabung dan menjadi anggota tim koalisi Jokowi pastinya masa depan prabowo di pilpres 2024 l"
1292,timnas amin bela anies debat capres bahas kebijakan publik tidak serang pribadi #klynews,Politik,"Timnas AMIN Bela Anies: Debat Capres Bahas Kebijakan Publik, Tidak Serang Pribadi https://t.co/Js8NXK9Ecx #KLYNews"
1293,sorry yeee sorryy yeee prabowo gibran tidak pernah terindikasi korupsi apapun macem ektp ataupun success fee untuk gelaran event formula,Ekonomi,@HUo2P8p6enbSrHhNtJhdkhUGz+KnIaG9j7IK6F0uJSg= Sorry yeee.. sorryy yeee.. Prabowo Gibran tidak pernah terindikasi korupsi apapun macem EKTP ataupun Success Fee untuk gelaran event Formula E ÃƒÂ¢Ã‚Å“Ã‚Å’ÃƒÂ°Ã‚Å¸Ã‚ÂÃ‚Â»ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚ËœÃƒÂ¢Ã‚Å“Ã‚Å’ÃƒÂ°Ã‚Å¸Ã‚ÂÃ‚Â»ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚Ëœ
1294,anak muda indonesia the future of this nation is in your hand its the time for change anies for presidentsampaikan yg harus disampaikan kepada teman lainnya karena sudah saatnya adu ide gagasantunjukan karyakarya pak anies untuk perubahan indonesia lebih baik lagi,Ideologi,"RT Anak Muda Indonesia, the future of this nation is in your hand. It's the time for change. Anies for President..sampaikan yg harus disampaikan kepada teman lainnya karena sudah saatnya adu ide &amp; gagasan...tunjukan karya-karya Pak Anies untuk Perubahan Indonesia lebih baik lagi https://t.co/S9S9Kanr0z [RE Yurissa_Samosir]"
1295,habis baca artikel cak imin soal tobat ekologis nemu juga tulisan anies juli lalu memuliakan perempuan dan generasi masa depan aku lebih suka tulisan gini alih visimisi krn nyertain konteks besar masalah dan lebih elaboratif soal rencana link,Sosial Budaya,"RT habis baca artikel cak imin soal tobat ekologis, nemu juga tulisan anies juli 2023 lalu, ""memuliakan perempuan dan generasi masa depan"" aku lebih suka tulisan gini alih2 visi-misi krn nyertain konteks besar masalah dan lebih elaboratif soal rencana link: https://t.co/7qCIrRNeiV https://t.co/Z5symv5O5d [RE twtgendos]"
1296,pemimpin yang terbuka dan kreatif ganjar pranowo kolaborasi dengan perguruan tinggi buat program yang bisa membawa perubahan besar di masyarakat #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Politik,Pemimpin yang terbuka dan kreatif! Ganjar Pranowo kolaborasi dengan perguruan tinggi buat program yang bisa membawa perubahan besar di masyarakat. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/L3SUbs3QQR
1297,viral ini bukan antrian warga untuk ambil sembako atau antri gas elpiji tapi warga yang mengantri untuk mendengarkan ide dan gagasan anies tentang kesehatan indonesia di masa depan,Ideologi,"RT Viral! Ini Bukan Antrian Warga untuk Ambil Sembako Atau Antri Gas Elpiji, Tapi Warga Yang Mengantri untuk mendengarkan Ide dan gagasan Anies tentang Kesehatan Indonesia di Masa Depan. https://t.co/ypfV7ROgHk [RE abu_waras]"
1298,prabowo sindir capres pilih internet gratis daripada makan gratis lamban jangan jadi pemimpin,Politik,"RT Prabowo Sindir Capres Pilih Internet Gratis Daripada Makan Gratis: Lamban, Jangan Jadi Pemimpin https://t.co/fO7U9Pt4MD [RE OposisiCerdas]"
1299,banteng prabowo itu nyata adanya entah secara diam atau terangan tapi itu realita di lapangan jadi ngga salah statement mas bambang yg menyatakan susah mana kawan mana lawan bahkan berdasar survey lsn konstituen pdi migrasi dukung prabowo putaran kelar,Politik,"RT Banteng Prabowo itu nyata adanya, entah secara diam2 atau terang2an tapi itu realita di lapangan. Jadi ngga salah statement mas Bambang yg menyatakan susah mana kawan mana lawan. Bahkan berdasar survey LSN konstituen PDI 39,1 % migrasi dukung Prabowo. 1 putaran kelar!! https://t.co/R5MFzY8WDP [RE AndreasSolusi]"
1300,jaua suparna baru tahu bahwa anies nya fakultas ekonomi nya kebijakkan keuangan nya political ekonomi pembangunan,Ekonomi,"RT JAUA SUPARNA BARU TAHU BAHWA ANIES : S.1 nya Fakultas Ekonomi , S.2 nya Kebijakkan Keuangan ... S.3 Nya Political Ekonomi &amp; Pembangunan. https://t.co/tAterTe8Sl [RE Andria75777]"
1301,#relawanjokowi meyakini pasangan prabowo gibran akan memenangkan pilpres hanya dalam satu putaran,Politik,#RelawanJokowi meyakini pasangan prabowo gibran akan memenangkan pilpres hanya dalam satu putaran @Z7pmut9rVYfQSoMk1ZuUV/NNOEu60fu+2bRAH/Q5TO8= @IahazohoD/+AxgVPnS79UyzWl4CoUSAiMz49UG2OEG0= https://t.co/7ohqzKJeWq
1302,gories mere adalah tokoh legenda di densus ia termasuk yang membidani lahirnya pasukan anti teroris itu putra flores ini terlibat banyak dalam pengungkapan aksi teror di indonesia dan sampai sekarang densus berhasil mencegah banyak aksi teror sehingga kita semua bisa kerja dengan aman tokoh ini jarang sekali muncul di publik seorang intelijen mumpuni yg pernah negeri ini punya gories mere tahun pasca jokowi menang diancam dibunuh krn dianggap tokoh yg berperan besar memenamgkan dan tiba beliau ini terlihat menghadiri acara ganjar di surabaya bersama banyak purnawirawan polri lainnya mungkin ia juga gelisah melihat situasi yang semakin menggila seperti ini,Pertahanan dan Keamanan,"RT Gories Mere adalah tokoh legenda di Densus 88. Ia termasuk yang membidani lahirnya pasukan anti teroris itu. Putra Flores ini terlibat banyak dalam pengungkapan aksi teror di Indonesia, dan sampai sekarang, Densus 88 berhasil mencegah banyak aksi teror sehingga kita semua bisa kerja dengan aman. Tokoh ini jarang sekali muncul di publik. Seorang intelijen mumpuni yg pernah negeri ini punya. Gories Mere tahun 2019, pasca Jokowi menang, diancam dibunuh krn dianggap tokoh yg berperan besar memenamgkan. Dan tiba2 beliau ini terlihat menghadiri acara Ganjar di Surabaya bersama banyak purnawirawan Polri lainnya. Mungkin ia juga gelisah melihat situasi yang semakin menggila seperti ini.. ÃƒÂ¢Ã‚ËœÃ‚â€¢ÃƒÂ¯Ã‚Â¸Ã‚Â [RE Dennysiregar7]"
1303,dedikasi mas bowo untuk nkri adalah kalau benar ingin berdaulat dan merdeka ekonomi harus di tangan kita sendiri untuk kali ini setuju sih sama pak prabowo,Politik,"RT Dedikasi Mas Bowo Untuk NKRI adalah kalau benar ingin berdaulat dan merdeka, ekonomi harus di tangan kita sendiri. untuk kali ini setuju sih sama pak Prabowo ÃƒÂ°Ã‚Å¸Ã‚Â«Ã‚Â¶ https://t.co/ZbJyP9CO91 [RE choi_soofaii29]"
1304,again penguasaan lahan olej prabowo yg berhektarhektar bukan urusan personal prabowo adalah bagian dari elit yg menyebabkan ketimpangan sosial serius di negara ini karena org sprti prabowolah yg buat hidup sebagian besar rakyat kita susah dan gw akn trus menyuarakan ini,Sosial Budaya,RT Again: Penguasaan lahan olej prabowo yg berhektar-hektar bukan urusan personal. Prabowo adalah bagian dari elit yg menyebabkan ketimpangan sosial serius di negara ini. Karena org2 sprti Prabowo-lah yg buat hidup sebagian besar rakyat kita susah. Dan gw akn trus menyuarakan ini. [RE GradyNagara]
1305,setelah nonton kemarin semakin yakin bahwa prabowo gak kapable mengelolah pertahanan apalagi mengelola negara semua solusinya adalah ucapan terimakasih melulu untuk dapat simpaty,Politik,"@REzevt9o5Q2tzQ0kxfKegM0R6Huy8orYdTiq67erz+M= Setelah nonton kemarin, semakin yakin bahwa prabowo gak kapable mengelolah pertahanan. Apalagi mengelola negara. Semua solusinya adalah ucapan terimakasih melulu untuk dapat simpaty."
1306,anies jika masih punya ambisi pribadi silahkan mundur jangan buat rakyat tidak percaya pada negara jangan rendahkan negara demi kepentingan anda jika setuju silahkan retweet,Politik,RT Anies: Jika masih punya ambisi pribadi silahkan mundur jangan buat rakyat tidak percaya pada negara &amp; jangan rendahkan negara demi kepentingan anda.. Jika setuju silahkan retweet!! https://t.co/00xlAaCNtX [RE ekowboy2]
1307,ktp sakti program unggulan dari ganjarmahfud adalah inovasi terbaru dalam pengelolaan bantuan sosial dengan mengintegrasikan data penduduk program ini memastikan bahwa berbagai program bansos disalurkan secara tepat sasaran untuk tau lebih lengkapnya lagi langsung aja simak infografis berikut #sahabatganjar #ganjarpranowo #ganjar #generasigotongroyong #ganjarpresiden #ganjaruntuksemua #ganjarmahfud2024 #satset #pastilebihbaik #satsetlebihbaik,Ideologi,"KTP Sakti, program unggulan dari Ganjar-Mahfud, adalah inovasi terbaru dalam pengelolaan bantuan sosial. Dengan mengintegrasikan data penduduk, program ini memastikan bahwa berbagai program bansos disalurkan secara tepat sasaran. Untuk tau lebih lengkapnya lagi, langsung aja simak infografis berikut!!! #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 #SatSet #PastiLebihBaik #SatSetLebihBaik"
1308,pak prabowo dan gibran meyakini bahwa pertahanan yang kuat adalah pondasi utama bagi keamanan negara dan dengan itu mereka siap membawa indonesia ke arah yang lebih aman #gemoysamsul02 #waktunyaprabowo #pemimpinyangdinanti,Pertahanan dan Keamanan,"RT Pak Prabowo dan Gibran meyakini bahwa pertahanan yang kuat adalah pondasi utama bagi keamanan negara, dan dengan itu, mereka siap membawa Indonesia ke arah yang lebih aman. #GemoySamsul02 #WaktunyaPrabowo #PemimpinYangDinanti https://t.co/MuuVLF1Ihb [RE indah_kuy]"
1309,ganjar selalu ngejaga petani kita sarana produksi nyaman di tangan mereka#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat,Politik,"Ganjar selalu ngejaga petani kita, sarana produksi nyaman di tangan mereka.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/ZmZrbVbZUA"
1310,tiada kata yang patut kita ucapkan kecuali rasa syukur alhamdulillah habib dan ulama dukung pasangan amin anies baswedan muhaimin iskandar pasangan no menang indonesia adil dan makmur untuk semua terwujud #aminajadulu,Politik,RT Tiada kata yang patut kita ucapkan kecuali rasa syukur Alhamdulillah ÃƒÂ°Ã‚Å¸Ã‚â„¢Ã‚Â Habib dan Ulama Dukung pasangan AMIN Anies Baswedan - Muhaimin Iskandar Pasangan No 1 menang Indonesia Adil dan Makmur untuk Semua Terwujud #AMINAjaDulu https://t.co/UqZAww4ngq [RE Mdy_Asmara1701]
1311,adi menginformasikan bahwa isu utama di kampung mereka adalah sulitnya mendapatkan air bersih dan masalah naiknya air laut #indonesiasentris #indonesiahijau #02melanjutkan #anakmudaindonesiaemas prabowo subianto,Sumber Daya Alam,Adi menginformasikan bahwa isu utama di kampung mereka adalah sulitnya mendapatkan air bersih dan masalah naiknya air laut. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto
1312,calon presiden ri ganjar pranowo pemimpin yang memahami bahwa korupsi adalah musuh bersama yang harus dihadapi bersama#ganjarmahfudrebound #ganjarpranowopilihanumat #jnk,Ideologi,Calon Presiden RI Ganjar Pranowo Pemimpin yang memahami bahwa korupsi adalah musuh bersama yang harus dihadapi bersama.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/if5TMMVFfu
1313,daebak cilacap momen pak anies baswedan kampanye akbar januari indonesia people deserve better,Politik,RT Daebak Cilacap ÃƒÂ°Ã‚Å¸Ã‚â€˜Ã‚Â Momen Pak Anies Baswedan kampanye Akbar 24 Januari 2024 Indonesia People Deserve Better https://t.co/W8O8vybFie [RE Mdy_Asmara1701]
1314,timnas amin minta polisi usut pengancam bunuh anies baswedan,Pertahanan dan Keamanan,RT Timnas AMIN Minta Polisi Usut Pengancam Bunuh Anies Baswedan https://t.co/WN4aPLCrwL [RE kba_news]
1315,selain itu dalam kunjungannya masalah air bersih dan kenaikan air laut di sembilan kelurahan #indonesiasentris jakarta utara juga menjadi perhatian serius prabowo subianto calon presiden nomor urut dua #indonesiasentris #indonesiahijau #02melanjutkan #anakmudaindonesiaemas,Sumber Daya Alam,"Selain itu dalam kunjungannya, masalah air bersih dan kenaikan air laut di sembilan kelurahan #IndonesiaSentris Jakarta Utara juga menjadi perhatian serius Prabowo Subianto, calon presiden nomor urut dua. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas"
1316,zulhas mengatakan pengorbanan untuk indonesia sudah dilakukan sejak prabowo masih di militer #menatamasadepan #bersamaprabowogibran #prabowogemoy prabowogibran,Politik,Zulhas mengatakan pengorbanan untuk Indonesia sudah dilakukan sejak Prabowo masih di militer. #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo-Gibran
1317, dalam #debatcapres pertama nayain pak anies anggaran dana udah dijelaain detail dan ilmiah dibilang susah kalau nyalahin angin tdk ada ktp debat kedua muncul istilah sgie dijawab jujur ga tahu dibilang sekelas cawapres masak ga ngerti debat ketiga ditanya anggaran buat apa saja srh ngejelasin tp dijawab nyerang personal itu rahasia negara para pendukungnya apaan seh diserang trs sabar ya pak tetep semangat ya pak gak tega banget ngelihatnya bikin sakit hati banget sambil nangis bombay ketika otak udah sengklek dari sononya,Politik,"RT 1. Dalam #DebatCapres pertama nayain pak Anies Anggaran dana 80T udah dijelaain detail dan ilmiah dibilang ""Susah kalau nyalahin angin tdk ada KTP"" 2. Debat kedua muncul Istilah SGIE, dijawab jujur ga tahu dibilang Sekelas Cawapres masak ga ngerti. 3. Debat ketiga, ditanya Anggaran 700T buat apa saja srh ngejelasin tp dijawab nyerang Personal, Itu rahasia negara. Para pendukungnya : Apaan seh diserang trs, sabar ya pak, tetep semangat ya pak, gak tega banget ngelihatnya, bikin sakit hati banget sambil nangis bombay ÃƒÂ°Ã‚Å¸Ã‚ËœÃ‚â€š Ketika otak udah sengklek dari sononya... ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â£ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â£ÃƒÂ°Ã‚Å¸Ã‚Â¤Ã‚Â£ [RE BangPino__]"
